x, y, theta
200.0, 51.14353972590669, 1.570796326794897
200.0, 52.28707945181338, 1.570796326794897
200.0, 53.43061917772006, 1.570796326794897
200.0, 54.57415890362674, 1.570796326794897
200.0, 55.71769862953342, 1.570796326794897
200.0, 56.86123835544011, 1.570796326794897
200.0, 58.0047780813468, 1.570796326794897
200.0, 59.14831780725348, 1.570796326794897
200.0, 60.29185753316017, 1.570796326794897
200.0, 61.43539725906685, 1.570796326794897
200.0, 62.57893698497353, 1.570796326794897
200.0, 63.72247671088022, 1.570796326794897
200.0, 64.86601643678691, 1.570796326794897
200.0, 66.0095561626936, 1.570796326794897
200.0, 67.1530958886003, 1.570796326794897
200.0, 68.29663561450698, 1.570796326794897
200.0, 69.44017534041368, 1.570796326794897
200.0, 70.58371506632037, 1.570796326794897
200.0, 71.72725479222706, 1.570796326794897
200.0, 72.87079451813375, 1.570796326794897
200.0, 74.01433424404044, 1.570796326794897
200.0, 75.15787396994714, 1.570796326794897
200.0, 76.30141369585383, 1.570796326794897
200.0, 77.44495342176052, 1.570796326794897
200.0, 78.58849314766721, 1.570796326794897
200.0, 79.7320328735739, 1.570796326794897
200.0, 80.8755725994806, 1.570796326794897
200.0, 82.01911232538729, 1.570796326794897
200.0, 83.16265205129397, 1.570796326794897
200.0, 84.30619177720066, 1.570796326794897
200.0, 85.44973150310737, 1.570796326794897
200.0, 86.59327122901406, 1.570796326794897
200.0, 87.73681095492075, 1.570796326794897
200.0, 88.88035068082743, 1.570796326794897
200.0, 90.02389040673412, 1.570796326794897
200.0, 91.16743013264083, 1.570796326794897
200.0, 92.31096985854752, 1.570796326794897
200.0, 93.4545095844542, 1.570796326794897
200.0, 94.59804931036089, 1.570796326794897
200.0, 95.74158903626758, 1.570796326794897
200.0, 96.88512876217429, 1.570796326794897
200.0, 98.02866848808097, 1.570796326794897
200.0, 99.17220821398766, 1.570796326794897
200.0, 100.3157479398944, 1.570796326794897
200.0, 101.459287665801, 1.570796326794897
200.0, 102.6028273917077, 1.570796326794897
200.0, 103.7463671176144, 1.570796326794897
200.0, 104.8899068435211, 1.570796326794897
200.0, 106.0334465694278, 1.570796326794897
200.0, 107.1769862953345, 1.570796326794897
200.0, 108.3205260212412, 1.570796326794897
200.0, 109.4640657471479, 1.570796326794897
200.0, 110.6076054730546, 1.570796326794897
200.0, 111.7511451989613, 1.570796326794897
200.0, 112.894684924868, 1.570796326794897
200.0, 114.0382246507746, 1.570796326794897
200.0, 115.1817643766814, 1.570796326794897
200.0, 116.325304102588, 1.570796326794897
200.0, 117.4688438284947, 1.570796326794897
200.0, 118.6123835544014, 1.570796326794897
200.0, 119.7559232803081, 1.570796326794897
200.0, 120.8994630062148, 1.570796326794897
200.0, 122.0430027321215, 1.570796326794897
200.0, 123.1865424580282, 1.570796326794897
200.0, 124.3300821839349, 1.570796326794897
200.0, 125.4736219098416, 1.570796326794897
200.0, 126.6171616357483, 1.570796326794897
200.0, 127.760701361655, 1.570796326794897
200.0, 128.9042410875616, 1.570796326794897
200.0, 130.0477808134683, 1.570796326794897
200.0, 131.191320539375, 1.570796326794897
200.0, 132.3348602652817, 1.570796326794897
200.0, 114.7419414051789, -0.1570796326794897
201.531761128952, 114.3922184316493, -0.2918539575184918
203.0026406404157, 113.8398491917932, -0.4266282823574939
204.3859617212124, 113.0948518080351, -0.5614026071964961
205.9432033386962, 112.0162850947527, -0.6501002397828479
207.633772431898, 110.8128073600202, -0.5872055548579802
209.3966413597093, 109.7179668875115, -0.5243108699331125
211.2248389670061, 108.7360931555274, -0.4614161850082448
213.1111357604792, 107.8710689224454, -0.3985215000833771
215.0480724972149, 107.1263148725944, -0.3356268151585095
217.0279896818052, 106.5047760893716, -0.2727321302336418
219.043057855344, 106.0089104090944, -0.2098374453087742
221.2557191992584, 105.4971090914988, -0.2447789369337007
223.5631651673032, 104.8976209625841, -0.2635935862701996
225.7261965084868, 104.2699882089246, -0.3012228849431973
227.7263212223878, 103.7169207214255, -0.2383282000183296
229.7572533286189, 103.2906610625723, -0.1754335150934619
231.8109616329512, 102.9928948495757, -0.1125388301685943
233.8793248741023, 102.8247995803362, -0.0496441452437266
235.954163838757, 102.7870399771024, 0.01325053968114108
238.0272737057559, 102.8797653578682, 0.07614522460600876
240.0904564915479, 103.1026090459037, 0.1390399095308764
242.1355534686053, 103.4546898197562, 0.2019345944557441
244.1544774286018, 103.9346153979848, 0.2648292793806117
246.1392446627731, 104.5404879448508, 0.3277239643054794
248.082006532995, 105.2699115751905, 0.3906186492303471
249.9750805087327, 106.1200018287935, 0.4535133341552148
251.8109805471281, 107.0873970768206, 0.5164080190800824
253.5824466960895, 108.1682718151551, 0.5793027040049501
255.2824738033183, 109.3583517921203, 0.6421973889298178
256.9043392177466, 110.6529309107404, 0.7050920738546855
258.544349603285, 111.9670525800341, 0.6459603187971177
260.134172058088, 113.0647725822793, 0.5626383003069084
261.958914840974, 114.1447737643257, 0.5061943522974119
263.7413280944302, 115.2074992748831, 0.5690890372222795
265.4534213988714, 116.3801539699122, 0.6319837221471473
267.3901727744703, 117.7703651126064, 0.6131690728106483
269.1438870853493, 118.9283961753156, 0.5540373177530805
270.9629728126921, 119.9807634795203, 0.4949055626955126
272.7572691247473, 121.023300414804, 0.5578002476203803
274.482490909491, 122.1765533403724, 0.620694932545248
276.3429716771097, 123.5067201465391, 0.620694932545248
278.1578633218733, 124.7426306071639, 0.5750022127280364
279.9544881415278, 125.8329007955954, 0.5158704576704686
281.903915781202, 126.8836656776548, 0.4728655449013282
283.7207519824507, 127.8864062895372, 0.535760229826196
285.4709704174547, 129.0013582825207, 0.5986549147510637
287.4529717136399, 130.3262597030332, 0.5798402654145648
289.3168276131508, 131.4870127063776, 0.5341475455973532
291.3506799447596, 132.6570682061966, 0.5099572821647119
293.4562612870973, 133.853370162092, 0.5233963174050682
295.4727642176775, 134.9776505101401, 0.4938304398762843
297.4448753990005, 135.9851982500491, 0.4508255271071439
299.6909050968165, 137.0761701770593, 0.4535133341552152
301.526805135212, 138.0435654250864, 0.516408019080083
303.2982712841734, 139.124440163421, 0.5793027040049506
305.2059169995859, 140.3217351483254, 0.541673405331953
306.9319035311334, 141.2707062705038, 0.4637270009378862
308.8225700810562, 142.1442608033149, 0.4019074388322471
311.0897985917612, 143.0971576019888, 0.3938440176880333
313.245509714623, 144.0237075111773, 0.4180342811206747
315.3781788402422, 145.0021284737891, 0.4422245445533161
317.6051573117561, 146.0456342553206, 0.4341611234091022
319.6819101747527, 146.9648232226069, 0.3992196317841757
321.5676026077567, 147.8311641283694, 0.4621143167090434
323.8041659141083, 148.9414135263328, 0.4594265096609721
325.6343135113342, 149.9196477974836, 0.5223211945858398
327.399357325377, 151.0109785683296, 0.5852158795107075
329.0923176006605, 152.211090239466, 0.6481105644355752
330.7064996314629, 153.5152370442087, 0.711005249360443
332.2355202357119, 154.9182618154327, 0.7738999342853107
333.6733329968804, 156.4146163792667, 0.8367946192101783
335.0142521741629, 157.9983834950012, 0.8996893041350461
336.2529751863824, 159.6633002544471, 0.9625839890599138
337.384603580717, 161.402782848215, 1.025478673984781
338.4046624033257, 163.2099526009787, 1.088373358909649
339.3091178952737, 165.0776631727673, 1.151268043834517
340.0943934437807, 166.9985288187205, 1.214162728759385
340.7573837257125, 168.9649535955553, 1.277057413684252
341.2954669873879, 170.96916139925, 1.33995209860912
341.7065154121394, 173.0032267151618, 1.402846783533988
341.9889035346321, 175.0591059589796, 1.465741468458855
342.1415146686641, 177.1286692845764, 1.528636153383723
342.1637453230331, 179.203732732978, 1.591530838308591
342.0555075880041, 181.2760905953178, 1.654425523233459
341.8172294829432, 183.3375478618006, 1.717320208158326
341.449853263742, 185.3799526283568, 1.780214893083194
340.9761894414338, 187.716474722323, 1.761400243746695
340.6392193892525, 189.7908423392882, 1.702268488689127
